,date,lme_copper_cash,lme_copper_three_month,lme_copper_stock,CN_BIP pro Kopf in USD,US_BIP pro Kopf in USD,Global_Nachfrage in Mio. Tonnen,EU_Produktionsmenge in 1000 Tonnen,AU_Produktionsmenge in 1000 Tonnen,CL_Produktionsmenge in 1000 Tonnen,CN_Produktionsmenge in 1000 Tonnen,MX_Produktionsmenge in 1000 Tonnen,PE_Produktionsmenge in 1000 Tonnen,RU_Produktionsmenge in 1000 Tonnen,ZM_Produktionsmenge in 1000 Tonnen,US_Produktionsmenge in 1000 Tonnen,CN_Verbrauch in 1000 Tonnen,EU_Verbrauch in 1000 Tonnen,JP_Verbrauch in 1000 Tonnen,US_Verbrauch in 1000 Tonnen,AU_Reserven in Mio. Tonnen,CL_Reserven in Mio. Tonnen,CN_Reserven in Mio. Tonnen,US_Reserven in Mio. Tonnen,CG_Reserven in Mio. Tonnen,MX_Reserven in Mio. Tonnen,PE_Reserven in Mio. Tonnen,RU_Reserven in Mio. Tonnen,ZM_Reserven in Mio. Tonnen,Global_Produktionsmenge in 1000 Tonnen,Global_Verbrauch in 1000 Tonnen
373,2013-07-10,6780.0,6785.0,646000,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
372,2013-07-11,6995.5,7020.0,645175,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
371,2013-07-12,6923.0,6940.5,640775,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
370,2013-07-15,6891.5,6920.0,637850,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
369,2013-07-16,6936.5,6965.0,641825,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
368,2013-07-17,6924.0,6940.0,641225,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
367,2013-07-18,6855.5,6887.0,640600,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
366,2013-07-19,6920.0,6925.0,638325,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
365,2013-07-22,6980.0,6990.5,634650,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
364,2013-07-23,6961.0,6990.5,632050,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
363,2013-07-24,7076.5,7098.0,627675,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
362,2013-07-25,6927.5,6950.0,622950,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
361,2013-07-26,6905.5,6925.0,621175,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
360,2013-07-29,6860.5,6883.0,618775,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
359,2013-07-30,6752.0,6775.0,613550,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
358,2013-07-31,6805.0,6810.0,612800,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
357,2013-08-01,6999.0,7010.0,610725,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
356,2013-08-02,7019.0,7031.0,608675,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
355,2013-08-05,6950.5,6966.0,606900,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
354,2013-08-06,7026.5,7045.0,605125,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
353,2013-08-07,6892.0,6920.0,601600,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
352,2013-08-08,7121.5,7157.5,597575,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
351,2013-08-09,7186.0,7211.0,594500,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
350,2013-08-12,7246.0,7275.0,592950,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
349,2013-08-13,7281.0,7317.0,589725,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
348,2013-08-14,7272.5,7300.0,588450,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
347,2013-08-15,7228.0,7248.0,584200,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
346,2013-08-16,7335.5,7374.5,584075,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
345,2013-08-19,7285.5,7305.5,577450,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
344,2013-08-20,7265.5,7300.0,572525,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
343,2013-08-21,7236.0,7271.0,566925,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
342,2013-08-22,7340.5,7368.0,565500,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
341,2013-08-23,7300.5,7331.5,564225,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
340,2013-08-27,7300.5,7317.0,576350,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
339,2013-08-28,7236.0,7277.0,574825,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
338,2013-08-29,7210.5,7241.0,577675,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
337,2013-08-30,7095.0,7122.5,588000,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
336,2013-09-02,7175.5,7200.0,589750,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
335,2013-09-03,7183.5,7215.0,602850,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
334,2013-09-04,7125.5,7160.0,603900,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
333,2013-09-05,7103.0,7132.0,603275,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
332,2013-09-06,7170.5,7200.0,600275,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
331,2013-09-09,7191.5,7226.0,594625,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
330,2013-09-10,7172.0,7207.0,588475,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
329,2013-09-11,7163.0,7192.0,585275,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
328,2013-09-12,7043.5,7076.5,579750,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
327,2013-09-13,7028.5,7060.0,577525,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
326,2013-09-16,7050.0,7085.0,574675,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
325,2013-09-17,7056.5,7087.0,574600,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
324,2013-09-18,7090.5,7118.0,571950,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
323,2013-09-19,7301.5,7330.5,568575,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
322,2013-09-20,7295.0,7329.5,562250,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
321,2013-09-23,7181.0,7215.5,556875,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
320,2013-09-24,7140.5,7173.0,551050,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
319,2013-09-25,7155.0,7190.0,547550,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
318,2013-09-26,7220.5,7245.0,545625,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
317,2013-09-27,7252.5,7275.5,541125,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
316,2013-09-30,7290.5,7296.0,538025,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
315,2013-10-01,7219.0,7236.0,533325,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
314,2013-10-02,7156.0,7182.0,531875,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
313,2013-10-03,7215.5,7245.5,529950,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
312,2013-10-04,7148.0,7182.0,525925,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
311,2013-10-07,7171.0,7204.5,523425,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
310,2013-10-08,7231.5,7268.0,517100,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
309,2013-10-09,7141.0,7178.5,515575,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
308,2013-10-10,7112.5,7142.0,512450,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
307,2013-10-11,7125.0,7156.5,509325,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
306,2013-10-14,7205.5,7225.5,508575,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
305,2013-10-15,7186.0,7215.5,503425,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
304,2013-10-16,7158.5,7182.0,502750,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
303,2013-10-17,7172.0,7205.0,500325,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
302,2013-10-18,7241.5,7270.0,497500,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
301,2013-10-21,7225.5,7250.0,494850,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
300,2013-10-22,7260.0,7274.0,492350,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
299,2013-10-23,7200.5,7215.5,489400,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
298,2013-10-24,7160.0,7171.0,485050,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
297,2013-10-25,7126.0,7134.5,480875,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
296,2013-10-28,7161.0,7177.0,478200,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
295,2013-10-29,7215.5,7224.0,476675,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
294,2013-10-30,7275.5,7278.0,476025,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
293,2013-10-31,7234.0,7241.0,476150,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
292,2013-11-01,7255.5,7264.0,476400,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
291,2013-11-04,7180.0,7190.5,474675,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
290,2013-11-05,7138.5,7155.0,469975,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
289,2013-11-06,7200.0,7198.0,468925,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
288,2013-11-07,7119.0,7118.0,467025,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
287,2013-11-08,7125.5,7127.0,465650,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
286,2013-11-11,7135.0,7131.0,462875,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
285,2013-11-12,7124.0,7128.5,459425,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
284,2013-11-13,7021.5,7030.0,457475,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
283,2013-11-14,6939.0,6949.0,455725,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
282,2013-11-15,6967.5,6975.5,451650,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
281,2013-11-18,6999.5,6996.0,448950,7039.57,53245.52,21.42,3950.0,990.0,5780.0,1600.0,480.0,1380.0,833.0,760.0,1250.0,8555.0,3790.0,1005.0,1828.0,87.0,190.0,30.0,39.0,20.0,38.0,70.0,30.0,20.0,17023.0,15265.0
