date,lme_copper_cash,lme_copper_three_month,lme_copper_stock,CN_BIP pro Kopf in USD,US_BIP pro Kopf in USD,Global_Nachfrage in Mio. Tonnen,EU_Produktionsmenge in 1000 Tonnen,AU_Produktionsmenge in 1000 Tonnen,CL_Produktionsmenge in 1000 Tonnen,CN_Produktionsmenge in 1000 Tonnen,MX_Produktionsmenge in 1000 Tonnen,PE_Produktionsmenge in 1000 Tonnen,RU_Produktionsmenge in 1000 Tonnen,ZM_Produktionsmenge in 1000 Tonnen,US_Produktionsmenge in 1000 Tonnen,CN_Verbrauch in 1000 Tonnen,EU_Verbrauch in 1000 Tonnen,JP_Verbrauch in 1000 Tonnen,US_Verbrauch in 1000 Tonnen,AU_Reserven in Mio. Tonnen,CL_Reserven in Mio. Tonnen,CN_Reserven in Mio. Tonnen,US_Reserven in Mio. Tonnen,CG_Reserven in Mio. Tonnen,MX_Reserven in Mio. Tonnen,PE_Reserven in Mio. Tonnen,RU_Reserven in Mio. Tonnen,ZM_Reserven in Mio. Tonnen,Global_Produktionsmenge in 1000 Tonnen,Global_Verbrauch in 1000 Tonnen
2019-02-17,6147.7,6155.2,146680.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-02-24,6349.5,6328.8,138120.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-03-03,6531.6,6494.5,130205.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-03-10,6467.0,6425.7,119140.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-03-17,6458.6,6432.4,133815.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-03-24,6474.8,6456.2,179215.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-03-31,6379.5,6370.9,171055.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-04-07,6455.0,6463.8,180105.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-04-14,6460.0,6476.5,196040.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-04-21,6468.25,6488.0,190531.25,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-04-28,6409.0,6412.375,191281.25,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-05-05,6322.0,6317.3,229510.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-05-12,6131.125,6142.875,221681.25,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-05-19,6033.1,6059.6,195785.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-05-26,5937.6,5970.0,187595.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-06-02,5856.125,5885.75,198756.25,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-06-09,5801.5,5823.0,211770.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-06-16,5824.9,5846.5,226890.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-06-23,5880.5,5902.0,248715.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-06-30,5966.8,5980.8,242375.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-07-07,5908.0,5922.0,265565.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-07-14,5890.9,5906.4,293210.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-07-21,5978.5,5989.6,294565.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-07-28,5982.2,6006.2,294740.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-08-04,5892.7,5917.1,290070.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-08-11,5690.9,5717.8,276690.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-08-18,5712.0,5739.4,290285.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-08-25,5698.6,5726.6,329895.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-09-01,5678.75,5698.625,335731.25,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-09-08,5675.0,5701.2,324280.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-09-15,5797.3,5825.6,304480.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-09-22,5784.0,5815.9,295000.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-09-29,5729.1,5760.6,275725.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-10-06,5638.4,5671.0,271190.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-10-13,5679.6,5715.5,284000.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-10-20,5725.0,5755.4,274280.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-10-27,5824.7,5848.8,266870.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-11-03,5854.6,5878.8,259030.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-11-10,5906.5,5926.7,243180.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-11-17,5833.0,5855.2,226895.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-11-24,5833.9,5854.7,220575.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-12-01,5877.9,5898.1,212465.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-12-08,5842.6,5869.4,201990.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-12-15,6074.8,6100.8,181070.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-12-22,6154.7,6178.2,160495.0,10170.06,65051.87999999999,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2019-12-29,6182.833333333333,6208.0,149175.0,10170.06,65051.88,24.41,3641.0,934.0,5790.0,1680.0,715.0,2460.0,801.0,797.0,1260.0,10988.0,3521.0,1005.0,1920.0,87.0,200.0,26.0,51.0,19.0,53.0,87.0,61.0,19.0,18078.0,17521.0
2020-01-05,6145.5,6173.75,145506.25,10340.7,64205.185,24.7,3486.5,909.5,5760.0,1700.0,724.0,2305.0,805.5,825.0,1230.0,11017.0,3370.5,939.0,1896.5,87.5,200.0,26.0,49.5,19.0,53.0,89.5,61.0,20.0,17745.5,17310.5
2020-01-12,6139.8,6164.7,138150.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-01-19,6246.6,6277.4,127635.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-01-26,6105.0,6134.8,172590.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-02-02,5676.6,5700.2,183930.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-02-09,5668.0,5682.6,176205.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-02-16,5711.1,5727.8,167150.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-02-23,5741.5,5762.4,164515.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-03-01,5625.2,5648.9,196260.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-03-08,5658.8,5678.4,207660.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-03-15,5510.0,5522.7,189085.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-03-22,4963.3,4975.6,218420.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-03-29,4742.1,4753.1,225360.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-04-05,4803.4,4818.5,220955.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-04-12,4968.5,4989.875,238525.0,10511.34,63358.49,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-04-19,5111.875,5137.625,261812.5,10511.34,63358.49,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-04-26,5087.3,5114.1,263805.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-05-03,5162.2,5190.3,255180.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-05-10,5149.125,5178.375,246393.75,10511.34,63358.49,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-05-17,5199.6,5231.1,251975.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-05-24,5305.2,5333.4,273575.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-05-31,5315.25,5345.25,265631.25,10511.34,63358.49,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-06-07,5475.8,5499.8,250880.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-06-14,5745.5,5767.7,234820.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-06-21,5754.8,5780.8,244005.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-06-28,5891.4,5902.0,227045.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-07-05,6022.8,6027.5,213320.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-07-12,6210.8,6210.2,192100.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-07-19,6476.2,6473.8,165635.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-07-26,6480.5,6464.3,145590.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-08-02,6436.0,6429.7,132260.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-08-09,6459.4,6454.4,122635.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-08-16,6364.2,6362.1,114130.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-08-23,6551.6,6537.8,106330.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-08-30,6611.6,6589.1,93115.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-09-06,6699.625,6683.0,85081.25,10511.34,63358.49,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-09-13,6747.0,6720.5,75810.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-09-20,6794.4,6771.6,77995.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-09-27,6688.0,6670.5,76790.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-10-04,6550.2,6560.2,146030.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-10-11,6578.7,6589.8,156215.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-10-18,6716.4,6726.0,165965.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-10-25,6857.5,6874.7,181930.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-11-01,6734.9,6751.9,174925.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-11-08,6797.7,6808.1,172430.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
2020-11-15,6928.4,6945.2,167985.0,10511.34,63358.490000000005,24.99,3332.0,885.0,5730.0,1720.0,733.0,2150.0,810.0,853.0,1200.0,11046.0,3220.0,873.0,1873.0,88.0,200.0,26.0,48.0,19.0,53.0,92.0,61.0,21.0,17413.0,17100.0
